content,content_preprocessed,sentimen
Semoga bisa di bantu untuk membuka nya,moga bisa bantu buka,NEUTRAL
Bermanfaat sekali,manfaat,POSITIVE
terimakasih sy sudah merasa terbantu karna Dana,terima kasih bantu,POSITIVE
"Kenapa daftarnya susah, tiap bikin pin pasti mut not be null",daftar sulit bikin pin mut not be null,NEGATIVE
puas josss,puas jos,POSITIVE
"Aplikasi nya di perbaiki lagi om, lelet kali",baik lagi om lambat,NEGATIVE
sangat baagus,sangat baagus,POSITIVE
sangat bangus,sangat bagus,POSITIVE
bila bagus terasa. akan sy ubah,bagus ubah,NEGATIVE
makin ke sini updated tan nya buruk udh kecewa bangt ama dana segala ada verifikasi aktifitas sampah lo gin gk bisa²,updated tan buruk kecewa bangt verifikasi aktifitas sampah gin tidak bisa,NEGATIVE
"Apk ampas semenjak ada verifikasi aktivitas, perangkat sama tapi tidak bisa login mana ada saldonya lagi di dalem akunya, sudah lapor masalah ga di tangani",ampas semenjak verifikasi aktivitas perangkat tapi tidak bisa saldo lagi dalem aku lapor tidak tangan,NEGATIVE
Aplikasi tidak bisa nyelesai kan masalah uang ke kirim sendir gak bisa bantu costomeur gk becus,tidak bisa nyelesai uang kirim sendir tidak bisa bantu costomeur tidak becus,NEGATIVE
Mau login aja susah banget baru mau login gak ada otp malah verivikasi dikirim ke akun dana .aneh bener ini apk,sulit banget tidak kode otp verivikasi kirim akun aneh,NEGATIVE
gk bisa transaksi apk,tidak bisa transaksi,NEUTRAL
Ini udah yg ke dua kali terjadi Setelah aku top up Tapi saldo nya gk bertambah Yg pertama 3jt smpai sa'at ini Gak ada msuk2 kurang lbih udah ada 2bln Padahal bukti2 TF nya dari bca Top up ke dana berhasil gk ada penjelasan dari pihak dana Mohon di bntu ya bos,isi saldo tapi saldo tidak tambah sa at tidak kurang lbih transfer bca isi saldo hasil tidak jelas bntu bos,NEGATIVE
Report bareng² aja dana apk parahhh gabisa login,report bareng parah tidak bisa,NEUTRAL
Gw dh update kok dana nya gabisa di buka,update kok tidak bisa buka,NEUTRAL
lambat,lambat,POSITIVE
"Maaf ini kenapa yaa saya tidak bisa login,diupdate pun malah update lagi,kami sebagai konsumen merasa sangat kecewa",maaf yaa tidak bisa baru update lagi konsumen sangat kecewa,NEGATIVE
gelis,gel,NEGATIVE
"Halo teruntuk pihak dana yg terhormat saya mohon masalah akun saya segera di selesaikan apa solusinya.. Dri kmarin"" Udh saya coba hub cs gak ada respon sama sekali.. Apa seperti ini dana sekarang.. Mohon penjelasan nya",untuk hormat akun selesai solusi kmarin coba hub customer service tidak respons jelas,NEGATIVE
"Makin was was simpan uang di DANA ,aplikasi makin aneh,,,sudah pernah saya ketipu dan saldo saya hangus GK dapat ganti,sekarang parah lagi",was was simpan uang aneh tipu saldo hangus tidak ganti parah lagi,NEGATIVE
gak berat,tidak berat,POSITIVE
Admin mau tanya dong cara gunakan akun dana yang nomornya dan hp nya udah hilang dan udah lupa pinnya,dong akun nomor handphone hilang lupa pin,NEUTRAL
Sayang ga ada paylater nya,sayang tidak paylater,NEGATIVE
Mulai hari Senin sekarang saya hapus aplikasi dana dikarenakan saldo ke ambil oleh transaksi yg saya tidak lakukan jikalau ada sesuatu yg melibatkan saya di aplikasi Dana saya tidak bertanggung jawab.,senin hapus saldo ambil transaksi tidak laku libat tidak tanggung,POSITIVE
"Agar lebih hoki, mohon tambahkan top up bisa menggunakan pulsa.",hoki tambah isi saldo bisa pulsa,NEUTRAL
Coba doang kasih fasilitas pinjaman masa kalah ama apk sebelah ayo biar tambah mantap.. trus kedepanya lebih di ringankan lagi apliksi ya... tanks,coba kasih fasilitas pinjam kalah belah ayo mantap terus depa ringan lagi apliksi tanks,NEGATIVE
"Ka mohon bantuan nya saya mau login susah gak verifikasi wajah,soalnya saya gk bisa masuk kartu nya ilang,terus saya mau ganti no lama sama yang baru tolong bantuan nya🙏",bantu sulit tidak verifikasi wajah tidak bisa kartu hilang terus ganti nomor tolong bantu,NEGATIVE
Dusah masuknya kk,dusah masuk kakak,NEGATIVE
Intinya masih banyak bug.,inti masih error,NEGATIVE
ok banget bisa transaksi apa aja dengan mudah,oke banget bisa transaksi mudah,NEGATIVE
Kok GK bisa di download,kok tidak bisa download,NEUTRAL
tidak bisa transper,tidak bisa transper,NEGATIVE
Terbaik pokonya,baik poko,NEUTRAL
mantap aman terkendali,mantap aman kendali,POSITIVE
aplikasi dana terpercaya,percaya,POSITIVE
"Ketika kita kehilangan hp, sangat sulit untuk masuk ke hp yg baru. Kita disuruh untuk tap di hp sebelumnya. Nama nya juga hilang, gimana caranya?",hilang handphone sangat sulit handphone suruh tap handphone nama hilang,NEGATIVE
Lemot bngt,lambat banget,NEGATIVE
Saya kasih 3 dulu soalnya baru pakai,kasih,NEUTRAL
"Katanya ini aplikasi yg mudah,tapi setekah saya donload kok ngak bisa buka,mohon saran admin",mudah tapi tekah donload kok ngak bisa buka saran,NEUTRAL
"Akun dana bisa di retas lewat ternyata,saya abis kehilanhan dana saya 1,8 uang gajian,pihak dananya nyepelein,malah hilang gk ada kabar,hati2 yg pake akun dana",akun bisa retas abis kehilanhan uang gaji dana nyepelein hilang tidak kabar akun,NEGATIVE
knpa ya akun dana punya saya gx bisa di akses ...kode otp nya gx masuk masuk tolong di bantu terimaksih,akun tidak bisa akses kode kode otp tidak tolong bantu terimaksih,NEUTRAL
Ko aga melambat ya sekarang karang ini mohin perbaiki ya$ &kotak masuknya ko g bisa muncul ya tolong infonya,kok aga lambat karang mohin baik kotak masuk kok tidak bisa muncul tolong info,NEGATIVE
Masih untung sy kash bin tang saty,masih untung kash bin tang saty,NEUTRAL
transaksi mudah dan aman,transaksi mudah aman,POSITIVE
"gimana sih cara aplikasi ini bekerja? , saya komplain ke cs dana suruh menunggu 3-5 hari sudah saya tunggu untuk mendapatkan jawaban , eh malah ga ada respon sama sekali , tolong di perbaiki lagi!!!",sih keluh customer service suruh tunggu tunggu eh tidak respons tolong baik lagi,NEGATIVE
sangat membantu untuk kalangan kebawah,sangat bantu kalang bawah,POSITIVE
Dana ngentotttttttt,ngentot,NEGATIVE
Saya kadih 4 bintang semago appli kasi ini bagus..,kadih bintang semago appli kasi bagus,NEGATIVE
"Saya kecewa berat sama dana,suami saya tidak ada langganan online shop apa pun itu,kenapa bisa uang dalam dana suami saya hilang lenyap sekejab mata???tolong ya dana,sakit hati kali saya di buat aplikasi ini,itu untuk angsuran motor,1.400 sudah lenyap uang suami saya di dana,memang tidak amanah dana ini,kecewa berat saya,sudah kami hubungi juga pihak dana,kata nya mau di proses,hingga saat ini tidak ada proses apa pun dari pihak dana!!!!!😡😡😡😡itu uang bukan mainan",kecewa berat suami tidak langgan online shop bisa uang suami hilang lenyap jab tolong sakit hati angsur motor lenyap uang suami tidak amanah kecewa berat hubung proses tidak proses uang bukan main,NEGATIVE
"Dana ada CS email ga sih, selain cs sistem",customer service email tidak sih customer service sistem,NEUTRAL
Trima Kasi dana,trima kasi,NEUTRAL
Kenapa gk bisa Log in. Padahal pin udah bener. Saldo masih tertinggal. Makin lama makin gk aman DANA.,tidak bisa pin saldo masih tinggal tidak aman,NEGATIVE
ok.bagus boss.tp harga masik mahal pak.,oke bagus boss harga masik mahal,NEGATIVE
cukup membantu ☺️,bantu,POSITIVE
di perbaiki lagi,baik lagi,NEGATIVE
Terpercaya,percaya,POSITIVE
Baru pemula,mula,POSITIVE
Gak bisa transfer ke orang lain,tidak bisa transfer,NEUTRAL
Semua jadi lebih mudah,mudah,POSITIVE
Saldo tiba tiba hilang ada transaksi tidak dikenal 3jt woii,saldo hilang transaksi tidak kenal woii,NEUTRAL
Update terbaru ni makin sulit padahal mau login dana nya tapi kenapa di suruh verifikasi trus cara verifikasi nya gimana orang ngkk bisa masuk akun dana nya,update baru sulit tapi suruh verifikasi terus verifikasi ngkk bisa akun,NEGATIVE
"Aplikasi bangsattt, verifikasi kemana SMS kaga ada, WHATSAPP kaga ada kan TOLOL verifikasi ke mana bangsattt",bangsat verifikasi mana sms tidak whatsapp tidak tolol verifikasi bangsat,NEUTRAL
"Mantap,,,kembangkan terus",mantap kembang terus,POSITIVE
Semoga aman,moga aman,POSITIVE
Aplikasi sangat terbaik,sangat baik,POSITIVE
"Mohon dibantu untuk kendala login aplikasi DANA. Aplikasi DANA saya sudah 6 hari tidak bisa login terkendala verifikasi dan tidak menerima OTP dan saya sudah memastikan nomer telfon sesuaidan memakai device yang sama serta jaringan internet lancar. Mohon di bantu, Terima kasih",bantu kendala tidak bisa kendala verifikasi tidak terima kode otp nomor telfon sesuaidan pakai device jaring internet lancar bantu terima kasih,NEUTRAL
MAKIN BANYAK PNIPUAN G JLS APLIKASINY,pnipuan tidak aplikasiny,NEUTRAL
Kecewa uang saya hilang tak kembali lagi..,kecewa uang hilang tidak lagi,NEGATIVE
Update hanya sampai 80 % terus stop tdk berjalan,update terus stop tidak jalan,NEUTRAL
Kenapah tidak bisa masuk aplikasi,kenapah tidak bisa,NEGATIVE
0k...seep,seep,NEGATIVE
good fool,bagus fool,POSITIVE
sangaat membantu,sangaat bantu,POSITIVE
Bagus dan bermanfaat,bagus manfaat,POSITIVE
Jaringan internet nya bagus ga bisa login tolong di perbaiki,jaring internet bagus tidak bisa tolong baik,NEGATIVE
Kenapa di akun dana saya tidak ada fitur dana cicil nya,akun tidak fitur cicil,NEGATIVE
Ga abis pikir dah di donlot ko susah banget mau daptar nya.akun dana gimana ko sampe susah banget,tidak abis pikir download kok sulit banget daptar akun kok sulit banget,NEGATIVE
aplikasi nya lumayan murah buat kirim saldo,lumayan murah kirim saldo,POSITIVE
"lumayan membantu,tapi blum hafal semua caranya",lumayan bantu tapi belum hafal,POSITIVE
baikcepat,baikcepat,POSITIVE
Susah login))))),sulit,NEUTRAL
Dana makin update makin lemot alhasil pindah di ovo aja dah,update lambat alhasil pindah ovo,NEGATIVE
Jangan pernah bayar apapun di dana.tagihan gak di bayar saldo hilang dan gak kembali,jangan bayar apa tagih tidak bayar saldo hilang tidak,NEGATIVE
mantap nih aplikasix,mantap aplikasix,POSITIVE
Ini sangat membantu Agar mempermudah melakukan trandaksi..,sangat bantu mudah trandaksi,POSITIVE
bagus dan mudah digunakan,bagus mudah,POSITIVE
Mantap👍👍👍,mantap,POSITIVE
"Ngga bisa masuk akun dana upgret prenium gagal gara"" KTP rusak padahal saldo masih banyak gimana nih pihak dana ditelpon malah ngga ada tanggapan",tidak bisa akun upgret prenium gagal gara ktp rusak saldo masih telpon tidak tanggap,NEGATIVE
Bsgus,bagus,POSITIVE
cukup bintang yg bicara ...........mantaf dah,bintang bicara mantaf,NEGATIVE
Gak bisa d buka d hp ini,tidak bisa buka handphone,NEUTRAL
mantap sangat bagus bagi siapa saja yg mengguna kan,mantap sangat bagus guna,POSITIVE
"Assalaamualaikum,, numpang coment sedikit, untuk apk dana ada ga di pengaturannya untuk masuk ke dana harus pakai PIN/SANDI tanpa harus keluar dari apk dana. Setiap masuk ke dana langsung masuk tanpa minta PIN/SANDI. untuk saya pribadi Klo bisa harus pakai PIN/SANDI. terima kasih 🙏😊",assalaamualaikum numpang coment tidak atur pin sandi tanpa tanpa pin sandi pribadi bisa pin sandi terima kasih,NEUTRAL
memang aplikasi dana no 1 bagiku,nomor bagi,NEUTRAL
Kenapa saya tidak bisa masuk ke aku dana padahal kalau lupa password bisa di bantu dengan kode otp nya tapi sekarang ngak ada,tidak bisa lupa password bisa bantu kode kode otp tapi ngak,NEGATIVE
"Abis di uprage malah error ,katanya tidak lewat play store aneh banget,ketika diunistal terus donlot lagi malah gak bisa login",abis uprage error tidak play store aneh banget diunistal terus download lagi tidak bisa,NEGATIVE
Nyaman semenjak ada apk dana semua mudah,nyaman semenjak mudah,POSITIVE
saya sangat suka,sangat suka,POSITIVE
dana premium ribet amat setan,premium rumit setan,NEGATIVE
"keren si ni pak menurut gw, kenapa gw kasih binta 4? Karena gw blom Premium nnti gw bkl premium in tunggu KTP gw jdi, kalo udh premium Bru gw kasih bintang 5 hehe",keren si kasih binta belum premium nnti bkl premium in tunggu ktp premium kasih bintang hehe,NEGATIVE
Dicoba dulu,coba,NEGATIVE
"mantap,membantu",mantap bantu,POSITIVE
mantap makin banyakun gratis transaksi nyah ..,mantap banyakun gratis transaksi nyah,POSITIVE
top mantap is the best!!,top mantap is the best,POSITIVE
Saldo ludes habis semua sma orng gak bertanggung jawab pin dana saya diganti tapi saya tidak memberikan otp tersebut. Saya sudah konsul ke service diana tapi katanya transaksi normal jelas jelas bukan saya. Tapi emng secara riwayat dari transaksi terlihat saya karena pun saya diganti saya udah jelasin saya pun ga memberikan otp apapun. Setelah ada pemberitahuan pin diganti dan jangan berikan otp saya kaget lngsung buka dana dan gak bisa. Alhasil saldo saya hilang semua dan gak bisa diganti.,saldo ludes habis tidak tanggung pin ganti tapi tidak kode otp konsul service tapi transaksi normal bukan tapi emng riwayat transaksi ganti jelasin tidak kode otp apa pemberitahuan pin ganti jangan kode otp kaget lngsung buka tidak bisa alhasil saldo hilang tidak bisa ganti,NEGATIVE
bagus pokoknya,bagus pokok,POSITIVE
Dana sangat luarbiasa,sangat luarbiasa,NEGATIVE
"Aplikasi yg sangat sangat buruk ,tidak tersedia dana cicil, tidak tersedia dana pay later padahl sudah premium sejak lama,, tidak di rekomendasi kan untuk di download dari pada kecewa mnding gak usah...",sangat sangat buruk tidak sedia cicil tidak sedia bayar later padahl premium tidak rekomendasi download kecewa mnding tidak,NEGATIVE
ya mudah . cuman spaylater belum aktif ya semoga secepatnya,mudah spaylater belum aktif moga cepat,NEUTRAL
Aplikasi setan saldo dah masuk tp susah di ambil karna slalu di gagal kan utk masuk jd premium. Apk tipu2,setan saldo sulit ambil selalu gagal premium,NEGATIVE
"Buat ambil daget terlalu lemot, padahal jaringan bagus.",ambil daget lambat jaring bagus,NEGATIVE
"Mohon di beri kemudahan, nomer saya yang lama udah lupa. Dan harusnya beri kemudahan untuk upgrade ke premium😌🙏🙏",mudah nomor lupa mudah upgrade premium,NEUTRAL
"suamiku udh transfer uang,nah biasanaya kalao udh sering pake app dana,knph harus ada kode verivikasi dari nomer hp,sedangka. seri g di gunakan,tolong dong di perbaiki,uangnya butuh bangey buat beli susu sama beras",suami transfer uang biasanaya kalao sering knph kode verivikasi nomor handphone dangka seri tidak tolong dong baik uang butuh bangey beli susu beras,NEGATIVE
"Isi e-money saldo dana udah ke potong tapi saldo di e-money gk nambah, chat costumer service jawabnya mohon bersabar sedang di proses, di tungguin sampe 4 hari gk ada tindakan lanjutan kocak 🤣🤣🤣",isi money saldo potong tapi saldo money tidak nambah chat costumer service sabar proses tungguin tidak tindak lanjut kocak,NEUTRAL
"aplikasi dana sekarang bener2 tidak aman saya korban pembobolan kemarin minggu sore tiba2 saldo dana saya ilang tahu2 ada transaksi ngirim ke no tidak di kenal pdhal hp pin rahasia sendiri,saya gk ngirim tiba muncul itu sendiri gede lagi 2201000 itu uang modal masa depan...ini malah di ancurin di rampok secra tidak tahu",tidak aman korban bobol kemarin minggu sore saldo hilang transaksi kirim nomor tidak kenal handphone pin rahasia tidak kirim muncul gede lagi uang modal ancurin rampok secra tidak,NEGATIVE
Cara abgred,abgred,NEUTRAL
mantap betul untuk kirim kemana aja langsung diresfon,mantap kirim mana diresfon,NEUTRAL
Cek saldo loadingnya makin lamaaaa. Setiap cek transaksi atau bukti pembayaran error terus,cek saldo muat cek transaksi bukti bayar error terus,NEGATIVE
App kasi Dana tiba tiba gk bisa di buka.. ada apa admin?,kasi tidak bisa buka,NEUTRAL
Kenapa selalu ada kendala dalam transaksi ini.. Udh minta solusi lewat diana mbulet aja jawabnya. Minta solusi lewat email g dijawab2.. 🙄🙄🙄🙄,selalu kendala transaksi solusi mbulet solusi email tidak,NEUTRAL
Tidak ada kendala. System masih oke di android 6.0 Terimakasih.,tidak kendala system masih oke android terima kasih,POSITIVE
sudah 2minggu pengajuan pemindahan saldo dana dari akun dana lama ke akun dana baru sampai sekarang belum ada kejelasan.,aju pindah saldo akun akun belum jelas,NEUTRAL
"Sekarang dana jadi aplikasi SAMPAH, mau login aja susah, nomer hp aktif sandi bener",sampah sulit nomor handphone aktif sandi,NEUTRAL
saya kasih bintang 2 dulu... q pngn tau detaelnya n ap g yah buat yimpan uang atau nabung,kasih bintang pngn detaelnya ap tidak yimpan uang nabung,NEUTRAL
"gimana ini, kok mau tf ke bank gk bisa",kok transfer bank tidak bisa,NEGATIVE
Update terus aneh kalau belum update gak bisa ngapa ngapain,update terus aneh belum update tidak bisa ngapa ngapain,NEGATIVE
kenapa sih semakin kesini semakin turun performany. udh masukkan no hp dan password tp d tungguin g masuk2 verifikasiny. gmn nih ?,sih kesini turun performany masuk nomor handphone password tungguin tidak verifikasiny,NEGATIVE
Gak bisa di download kocak sinyal bagus kuota ada banyak why?,tidak bisa download kocak sinyal bagus kuota why,NEUTRAL
JANGAN BERHARAP DI pusat bantuan .. karena yg ada bukan meyelesaikan masalah tetapi menambah masalah..,jangan harap pusat bantu bukan meyelesaikan tambah,NEUTRAL
Sangat baikk,sangat baikk,POSITIVE
Ga bisa du pake,tidak bisa du,POSITIVE
sangat mudah di pakai tuk pembayaran apapun,sangat mudah bayar apa,POSITIVE
Bantu dong min masa mau login gakbiasa ngirim kode otp ke no yg sudah benar di cek tetep aja gkmasuk masuk gimana,bantu dong gakbiasa kirim kode kode otp nomor cek gkmasuk,NEGATIVE
Apk dana say gak bisa di buka di update juga gak bisa gagal terus kenapa ya baru kali ini dana saya kayak gini🥲,say tidak bisa buka update tidak bisa gagal terus kayak gin,NEGATIVE
"aplikasi dompet digital yang sangat bagus. sangat membantu &memudahkan saya dlm segala hal, terutama untuk top up pulsa,dan keperluan lainnya. saya sangat merekomendasikan untuk semua orang, untuk mengunduh dan memakai aplikasi ini.",dompet digital sangat bagus sangat bantu mudah isi saldo pulsa perlu sangat rekomendasi unduh pakai,POSITIVE
