content,content_clean,sentimen
"Salso saya sebesar 165.390 terpotong sendiri ke google pay, padahal saya gk ada melakukan transaksi atau berlangganan apapun di google udh saya chat adminya gkbada solusi , bagi saya uang 165rb itu nominal yg besar, sudah saya chat adminya gk ada solusi",salso potong google pay tidak transaksi langgan apa google chat adminya gkbada solusi uang rb nominal chat adminya tidak solusi,NEGATIVE
"udah masukin kode, nomor dan wa aktif.. masih aja suruh OTP ponsel . Gagal terus pula OTP nya, padahal di ponsel sudah di pencet masuk .. PAYAH !!",masukin kode nomor wa aktif suruh otp ponsel gagal otp ponsel pencet masuk payah,NEGATIVE
"Buat apa adanya fitur transfer ke bank, kalau tidak bisa digunakan. Mana CS nya gak jelas huh!!",fitur transfer bank tidak customer service tidak huh,NEGATIVE
mantap cepet terkirim,mantap cepet kirim,POSITIVE
Saya tidak punya pinjaman. Tolong hapus data saya. Awas kalau di salah gunakan.,tidak pinjam tolong hapus data awas salah,NEGATIVE
soalnya pernah hilang saldo 200.000,hilang saldo,NEGATIVE
bagus aplikasinya aman,bagus aplikasi aman,POSITIVE
Muaaantaafff...,muaaantaafff,POSITIVE
sips,sips,POSITIVE
"pengiriman cepat,,tp skrng LG gangguan ga bisa ngirim tanda bukti nya",kirim cepat tp skrng lg ganggu tidak ngirim tanda bukti,NEUTRAL
Min gua dari top up dana gak masuk masuk Padahal di cek lagi udah terkirim,min top up tidak masuk masuk cek kirim,NEUTRAL
"Sejak saya memakai apk dana saldo saya sering banget hilang entah kemana seperti sekarang ini uang saya hilang 50 juta dari apk dana dan Ket nya ada pembayaran Lazada tapi saya tidak ada apk Lazada ,kek mana nih min uang saya tolong ya kembalikan uang saya karna saya butuh ,kali gini terus bisa bisa bangkrut saya dan say jerah pakai apk dana lagi sungguh kecewa",pakai saldo banget hilang mana uang hilang juta ket bayar lazada tidak lazada kek min uang tolong kembali uang butuh kali gin bangkrut say jerah pakai sungguh kecewa,NEGATIVE
saya kasi bintang lima dulu y mas biyar lebih puas yg make y yg pada memakai aplikasi y akan lebih maju lagi ke depan y mantap,kasi bintang mas biyar puas pakai pakai maju mantap,POSITIVE
"Apk sampah, gak aman nyimpan uang di sini",sampah tidak aman nyimpan uang,NEGATIVE
Gbisa update,gbisa update,POSITIVE
mksih,mksih,NEGATIVE
Lancar jaya utk transaksinya..,lancar jaya utk transaksi,NEUTRAL
Sangat buruk banyak eror nya,buruk error,NEGATIVE
"Bakalan saya hapus apk ini dari hp saya dan tidak bakalan download lagi. Saya sudah berulang kali upgrade ke dana premium tetep saja tidak bisa. Kenapa di persulit,",hapus hp tidak download ulang kali upgrade premium tetep tidak sulit,NEGATIVE
"Kenapa setiap mau login pinnya tidak bisa masuk ke aplikasihnya.. Padahal udah bener masukin pin dananya tetapi tetap tidak bisa login ke aplikasih.. Dan kalau di hapus data cahce, takutnya saldo di aplokasih dana hilang juga.. Tolong di bantu solusinya.. Terimakasih",login pin tidak masuk aplikasihnya bener masukin pin dana tidak login aplikasih hapus data cahce takut saldo aplokasih hilang tolong bantu solusi terimakasih,NEGATIVE
"Tingkat keamanan aplikasi ini sangat rendah, akun saya dengan mudahnya kena retas orang tidak bertanggung jawab, selain itu customer service juga menangani nya sangat lama",tingkat aman rendah akun mudah kena retas orang tidak tanggung customer service tangan,NEGATIVE
"Sangat-sangat di sayangkan, sudah menggunakan semua fitur keamanan yang di sediakan oleh DANA namun tetap ada yang melakukan penipuan dan memotong saldo akun DANA istri saya, padahal semua fitur keamanan sudah di aktifkan namun masih kebobolan, apa fungsi dari fitur ke amanan yang di berikan bila customer masih terkena penipuan?",sayang fitur aman sedia tipu potong saldo akun istri fitur aman aktif bobol fungsi fitur aman customer kena tipu,NEGATIVE
membatu kemudahan transaksi,batu mudah transaksi,POSITIVE
Susah login gmn ya?,susah login gmn,NEGATIVE
Dana urusan jadi gampang,urus gampang,POSITIVE
"Aplikasi RUSAKKK NGEBUG-NGEBUG GK JELAS,HAPUS AJA RUSAK RUSAKK",rusakkk ngebug ngebug tidak hapus rusak rusakk,NEUTRAL
"Saldo akun saya belum juga bertambah,tapi transaksi sudah berhasil. Tolong responnya saya capek ngobrol sama bot diana tidak ada solusinya",saldo akun belum tambah transaksi hasil tolong responnya capek ngobrol bot ana tidak solusi,NEGATIVE
Update nya sering bug dan lemot. Sekarang lemot bgt pdhl pake wifi. Bisa2 nya yg muncul kosongan. Tanpa gambar dan tulisan. Kurang ringan dan praktis tidak seperti dahulu.,update bug lambat lambat banget pdhl pakai wifi muncul kosong gambar tulis kurang ringan praktis tidak,NEGATIVE
"simple pake apl dana ini..semoga digurangin gangguan nya ya min, dan lebih mudah kedepannya..kl bisa si akun ku dikasi kebijakan dana cicil xixixixi",simple pakai moga digurangin ganggu min mudah depan kl si akun ku kasi bijak cicil xixixixi,NEUTRAL
"Aplikasinya bagus, tapi buat pengguna hati2 ya akun saya juga kena retas orang lain, sekaramg gak bisa di buka lagi dah hangus mungkin sama saldonya.",aplikasi bagus guna hati akun kena retas orang sekaramg tidak buka dah hangus saldo,NEGATIVE
luar biasa mudah dan menguntungkan,mudah untung,POSITIVE
saya sudah beli paket data tapi tidak kunjung datang uang sudah terpotong,beli paket data tidak kunjung uang potong,NEUTRAL
sangat bagus saya kasih 5 bintang,bagus kasih bintang,POSITIVE
saya suka pake aplikasi dana selama saya pake mudah dan dapat di percaya amanh,suka pakai pakai mudah percaya amanh,POSITIVE
saya sudah lama ada Dana premium selalu tahun.sekarang kok hilang Dana premium nya.laporan,premium hilang premium lapor,NEGATIVE
Udah 2x uang hilang di aplikasi ini. Kecewa banget. Gak ada double check buat verifikasi pin malah langsung terpotong habis. Sorry gak pakai lagi aplikasi ini gak safety banget.,uang hilang kecewa banget tidak double check verifikasi pin langsung potong habis sorry tidak pakai tidak safety banget,NEGATIVE
mau uo grade ke premium gagal melulu..ribet bgt,uo grade premium gagal melulu ribet banget,NEGATIVE
Elor sekarang setiap mau kirim ke temen selalu permuk muka dulu makin aneh sekarang jadi bosan sya .. sekarang minta di perbarui lagi edan udan elor makin di per barui makin buruk.. mau kirim ke taman harus permuk dulu hampir setiap hari permuk bosan saya lama2 sya copot g berguna.. mau kirim lagi permuk dn sekarang kirim ktman ada potongan lagi hadeh makin g jela mening pake BCA ajj,elor kirim temen muk muka aneh bosan sya baru edan udan elor baru buruk kirim taman muk muk bosan sya copot guna kirim muk dn kirim ktman potong hadeh jela ning pakai bca ajj,NEGATIVE
"Menyiman uang di DANA puluhan juta sekarang tidak nyaman kenapa tidak nyaman, karena banyak orang yang telah terjadi pada kehilangan uangnya,,. .",menyiman uang puluh juta tidak nyaman tidak nyaman orang hilang uang,NEGATIVE
Brengsek.. Pakai dana udah bertahun tahun sejak awal muncul.. Sekarang jadi jengkel tiap transfer kena 999 kalo berapa x udah berapa mana yang gratis nya 10 x.. Pembohong.. 😤,brengsek pakai tahun muncul jengkel transfer kena kalo gratis bohong,NEGATIVE
mantaapppps@,mantaapppps,NEUTRAL
ok.....,ok,NEGATIVE
Tanpa OTP pnipuan masih bisa transaksi di akun dana bukan pemiliknya. Sistem lemah.,otp pnipuan transaksi akun bukan milik sistem lemah,NEUTRAL
"Kecewa kecewa dan kecewa,SYSTEMNYA mudah di bobol hanya dengan modal QRIS,uang hilang tidak diganti rugi malah suruh top_up lagi sebesar uang yang sudah hilang🤣🤣🤣,siap siap uninstal",kecewa kecewa kecewa systemnya mudah bobol modal qris uang hilang tidak ganti rugi suruh top up uang hilang uninstal,NEGATIVE
Hai teman2 gunakan apk data ini sangat bagus,hai teman data bagus,POSITIVE
Udah di transfer ke dana tapi uangnya ga masuk,transfer uang tidak masuk,NEGATIVE
Eva Nurhalimah suka banget,eva nurhalimah suka banget,POSITIVE
"Saya semalem dari jam 20:00 transaksi pulsa tetep g Dateng"" padahal saldo udah ke potong, udah chat customer (Diana) katanya nunggu 1 jam, tpi saya tunggu Ampe jam 07:00 pagi tetep belum datang, sya merasa kcewa banget seenggaknya bintang 1 pantes buat ngapus rasa kcewa saya",semalem jam transaksi pulsa tetep dateng saldo potong chat customer ana nunggu jam tpi tunggu ampe jam pagi tetep belum sya kcewa banget enggak bintang pantes ngapus kcewa,NEGATIVE
Ga pernah gagal dalam semua hal,tidak gagal,POSITIVE
bagus n cepet,bagus cepet,POSITIVE
coba lagi,coba,NEGATIVE
"proses upgrade menjadi dana premium sangat lama sekali,! padahal sudah selesai semua syarat-syarat nya. Tolong diperbaiki lagi untuk proses upgrade dana premium agar menjadi cepat tidak menunggu terlalu lama. Terimakasih",proses upgrade premium selesai syarat syarat tolong baik proses upgrade premium cepat tidak tunggu terimakasih,NEGATIVE
Tidak bisa memindahkan/menarik dana dari saldo bisnis,tidak pindah tarik saldo bisnis,NEUTRAL
Dar niah,dar niah,POSITIVE
Sya turun kan bintang. Bnyak kasus kbobolan sistem ke amanan kurang ketat.,sya turun bintang bnyak kbobolan sistem aman kurang ketat,NEGATIVE
Id Korelasi itu apa ya?,id korelasi,NEGATIVE
Saggat penting,saggat,POSITIVE
banyak promonya,promonya,POSITIVE
Kenapa sya susah masuk akun. padahal password sama no TLP Uda benar,sya susah masuk akun password no tlp uda,NEGATIVE
"Beli pulsa nominal 150.000 dari jam setengah 12 malam tadi sampai sekarang masih proses saja, padahal saldo sudah terpotong, aplikasi atau penipuan?",beli pulsa nominal jam malam proses saldo potong tipu,NEGATIVE
bagus dan mendukung,bagus dukung,POSITIVE
transaksi cepat harga hemat,transaksi cepat harga hemat,POSITIVE
"layanan baik,,suka pake dana lanjutkan",layan suka pakai lanjut,POSITIVE
"Dompet Canggih !! Lanjutkan terus inovasi nya.., semoga ukuran aplikasinya bisa lebih kecil lagi untuk menghemat penyimpanan",dompet canggih lanjut inovasi moga ukur aplikasi hemat simpan,POSITIVE
aplikasi dana digital memang ok,digital ok,POSITIVE
"Gimana sih ini aplikasi, mau upgrade k dana premium,tapi nggak ada tulisan dana premium nya, malah katanya ada kendala internet nya. Padahal internet lancar lancar aja",upgrade premium tidak tulis premium kendala internet internet lancar lancar,NEGATIVE
Kenapa ga bsa msuk keluar trus,tidak bsa msuk trus,NEGATIVE
Butuh dana gratis🤭,butuh gratis,NEUTRAL
"tarif listrik terlalu mahal, murah beli di konter",tarif listrik mahal murah beli konter,NEGATIVE
Masa dana saya ga bisa Verifikasi wajah harus Verifikasi kode kan nomor dan hv saya sudah hilang kasi bintang 1 ga jelas,tidak verifikasi wajah verifikasi kode nomor hv hilang kasi bintang tidak,NEGATIVE
"Saya sering kehilangan uang di aplikasi ini, harap bisa membantu tidak hanya basabasi",hilang uang harap bantu tidak basabasi,NEUTRAL
"Kenapa sih mau upgrade ke dana premium aja susah banget, jadi nggak bisa transaksi keluar, dana nya nyangkut di akun",upgrade premium susah banget tidak transaksi nyangkut akun,NEGATIVE
Payah gimana ini tadi nya akun saya sudah premium gara2 download ulang malah jadi gk premium mana ada saldo nya,payah akun premium gara download ulang tidak premium saldo,NEGATIVE
Lama respon,respon,POSITIVE
Saya sudah update ke premium lebih dari seminggu dan sudah kirim surat surat ke diana. Tetap belum bisa. Akhirnya saya logout dari HP saya. Trus saya downlod dana di HP saudara saya. Saya login disana. Trus updet jam 8 pagi hari jumat 26 01 2024..2 kali coba berhasil ke premium. Coba aja ke HP teman atau saudara yg belum ada apk dana. Download dan login disana. Lebih bagus HP yg kualitas kameranya bagus.. Itu saja dari saya yg sudah gagal ke premium lebih dari seminggu mencoba dan akhirnya bisa,update premium minggu kirim surat surat ana belum logout hp trus downlod hp saudara login sana trus updet jam pagi jumat kali coba hasil premium coba hp teman saudara belum download login sana bagus hp kualitas kamera bagus gagal premium minggu coba,POSITIVE
Mantap 🤝🏻,mantap,POSITIVE
Kenapa dana ku tdak bisa di buka sama sekali. Baca an nya akun ku sedang di proteksi dha 3 hari ga bsa di buka jga ada apa ne,ku tdak buka baca an akun ku proteksi dha tidak bsa buka jga ne,NEGATIVE
"Tolong diperbaiki lg, habis direset gak bisa masuk. Susah masuknya",tolong baik lg habis direset tidak masuk susah masuk,NEGATIVE
"Biaya Admin Kena 100. Tapi cek mutasi riyawat Susah. Selalu bermasalah, di chat selalu bot . Pasti yg jawab bot juga",biaya admin kena cek mutasi riyawat susah masalah chat bot bot,NEGATIVE
Sukses selalu buat app dana.,sukses,POSITIVE
Saya ingin aplikasi inu,inu,NEUTRAL
"Knp mau login ribet pdhl pin udh bener no tlp aktif, saya gak sengaja uninstall apk trs mau login malah suruh verifikasi di device yg sama, trs gimna caranya login ke akun saya, makin lama makin ribet nih dana, kocak²",knp login ribet pdhl pin bener no tlp aktif tidak sengaja uninstall trs login suruh verifikasi device trs gimna login akun ribet kocak,NEGATIVE
pokoknya keren,pokok keren,POSITIVE
sangat membantu bagi yg tdk memiliki rek bank virtual,bantu tidak milik rek bank virtual,POSITIVE
Aplikasi ini sangat amat membantu,bantu,POSITIVE
sangat baik smpe saat ini pakai dAna,smpe pakai,POSITIVE
Susa peremiun beda dngan ovo yang sangat cpat proses nya,susa peremiun beda dngan ovo cpat proses,NEGATIVE
Kenapa aplikasi dana saya gk ada dana cicilannya,tidak cicil,NEUTRAL
Lambat proses,lambat proses,NEGATIVE
"Login gak bisa kak minta verifikasi tap layar tapi gak muncul kemarin""bisa soalnya nomor hilang sandi inget verivikasi wajah bisa sekarang malah gak bisa",login tidak verifikasi tap layar tidak muncul kemarin nomor hilang sandi inget verivikasi wajah tidak,NEGATIVE
Aku senang dengan dana,senang,POSITIVE
Lelet...nunggu sms saja lama...,lambat nunggu sms,NEGATIVE
Tidak bisa masuk verifikasi terus,tidak masuk verifikasi,NEGATIVE
Kode tulung bantu,kode tulung bantu,NEUTRAL
Kenapa saya gg bisa login,gg login,NEUTRAL
Wooiii..saldo akun ku kok jadi tidak terlihat.. mau top up pun gagal terussss!! Padahal akun sudah premium! Niat bikin aplikasi gak sih suuuuu!,wooiii saldo akun ku tidak top up gagal terussss akun premium niat bikin tidak suuuuu,NEGATIVE
"Kocak mqu login malah di kirim verivikasi lewat notif hp / cek inbox dana, ya gak ada lah LOGIN AJA BELUM MASAK DI SURUH CEK INBOX DANA ???? LUCUUUU",kocak mqu login kirim verivikasi notif hp cek inbox tidak login belum masak suruh cek inbox lucuuuu,NEGATIVE
"Gak masuk akal, gak bisa diupdate",tidak masuk akal tidak diupdate,NEGATIVE
"Dipersulit amat unk kirim uang, knp hrs ada permintaan upgrade k Premium.",sulit unk kirim uang knp hrs minta upgrade premium,NEGATIVE
ga jelas dana sekarang,tidak,NEGATIVE
I Love You DANA,love you,NEUTRAL
"sangat membantu saat,waktu genting,dandarurat,pada ekonomi genting",bantu genting dandarurat ekonomi genting,POSITIVE
"Knp sih sllu g bisa download nya , pdhl kn memo aku g penuh , apsii",knp sllu download pdhl kn memo penuh apsii,NEUTRAL
Apk ga jelas update ga bisa login ga bisa uang ada didalam,tidak update tidak login tidak uang dalam,NEUTRAL
Mau masuk aja dipersulit sekrng dana udh ga minta otp lagi jadi susah mau login,masuk sulit sekrng tidak otp susah login,NEGATIVE
Uang elektronik saya belum masuk ke kartu elektronik saya udah saya email tapi tidak ada balasan anda menyusahkan saya sebagai customer di tunggu itikad baik nya untuk mengembalikan uang saya,uang elektronik belum masuk kartu elektronik email tidak balas susah customer tunggu itikad kembali uang,NEUTRAL
dana pancen joss,pancen joss,NEGATIVE
Susah masuk ke akun dana harus verifikasi tapi gak muncul notifikasi dana,susah masuk akun verifikasi tidak muncul notifikasi,NEGATIVE
kenapah aplikasi dana sayah tida bisa di losing,kenapah tida losing,NEUTRAL
Saya beri bintang5 karna sngat mmbantu saya,bintang sngat mmbantu,POSITIVE
"Ga jelas bgt dana danaaaaaa, gua kira aplikasi canggih ternyata malah mempersulit!!!! Mau ke premium buat transaksi aja di persulit!!! Data udah jelas bgt padahal masih aja di persulit!!!. Tolong lah dana di permudah jangan di persulit, saya butuh ke premium untuk transaksi!!!!!",tidak banget danaaaaaa canggih sulit premium transaksi sulit data banget sulit tolong mudah jangan sulit butuh premium transaksi,NEGATIVE
Saya puss,puss,NEGATIVE
Busuk lah. Abis pembaruan malah semakin berat. Yang bener donk. Transaksi saya lagi banyak nih.,busuk abis baru berat bener donk transaksi,NEGATIVE
Ribet jam ½ 12 Sampek jam 1 gk bisa Q-Ris gk bisa top up,ribet jam sampek jam tidak ris tidak top up,NEUTRAL
Melakukan pembayaran pke qris tpi di pending smpe berhari hari,bayar pke qris tpi pending smpe hari,NEUTRAL
gag bisa di buka,gag buka,NEUTRAL
sangahat bagus,sangahat bagus,POSITIVE
"buruk sekali saldo tiba2 ngilang dalam hitungan detik tanpa sepengetahuan yg punya,,mengerikan!!!",buruk saldo ngilang hitung detik tahu keri,NEGATIVE
sangat membantu cepat praktis,bantu cepat praktis,POSITIVE
dana emang joosssh,emang joosssh,POSITIVE
akun dana ini sangat membantu.. mantap,akun bantu mantap,POSITIVE
sangar bgs,sangar bgs,NEGATIVE
"kenapa akun dana saya di proteksi, mohon bantuanya",akun proteksi mohon bantuanya,NEUTRAL
"aplikasi tdk amanah tdk aman. Akhirnya saya mnjd korban juga seperti org2 sblm saya 😂. Nyedot saldo org dgn seribu cara, alasan harap ganti pin inilah itulah, kalau gak pake pin yaaa mana bs masuk ke aplikasi dana nya preeeeettt(Kunci Password gak tersedia & kunci sidik jari aja gak bs di gunakan padahal sudah rekam). Hanya akun dana tertentu mungkin yg masih aman 🤧. Bodohnya aku tdk percaya perkataan para korban di luar sana haaaa preeettt",tidak amanah tidak aman mnjd korban orang sblm nyedot saldo orang dgn ribu alas harap ganti pin tidak pakai pin yaaa bs masuk preeeeettt kunci password tidak sedia kunci sidik jari tidak bs rekam akun aman bodoh tidak percaya kata korban haaaa preeettt,NEGATIVE
"Tolong di tanggapi secepatnya min.laporan 35487644 ,uang nya mau di pakai min.walaupun sedikit bagi kami sangt berarti.tolong min",tolong tanggap cepat min lapor uang pakai min sangt tolong min,NEGATIVE
